56028 silly lifecycle is-primitive@2.0.0~preinstall: no script for preinstall, continuing
64269 silly install ansi-regex@2.1.1 /usr/lib/node_modules/.staging/ansi-regex-ec7e2cf5
64270 info lifecycle ansi-regex@2.1.1~install: ansi-regex@2.1.1
64271 silly lifecycle ansi-regex@2.1.1~install: no script for install, continuing
64272 silly install is-fullwidth-code-point@1.0.0 /usr/lib/node_modules/.staging/is-fullwidth-code-point-e3f0f991
64273 info lifecycle is-fullwidth-code-point@1.0.0~install: is-fullwidth-code-point@1.0.0
64274 silly lifecycle is-fullwidth-code-point@1.0.0~install: no script for install, continuing
64275 silly install strip-ansi@3.0.1 /usr/lib/node_modules/.staging/strip-ansi-3c38662c
64276 info lifecycle strip-ansi@3.0.1~install: strip-ansi@3.0.1
64277 silly lifecycle strip-ansi@3.0.1~install: no script for install, continuing
64278 silly install string-width@1.0.2 /usr/lib/node_modules/.staging/string-width-f2637e4e
64279 info lifecycle string-width@1.0.2~install: string-width@1.0.2
64280 silly lifecycle string-width@1.0.2~install: no script for install, continuing
64281 silly install wrap-ansi@2.1.0 /usr/lib/node_modules/.staging/wrap-ansi-97f91204
64282 info lifecycle wrap-ansi@2.1.0~install: wrap-ansi@2.1.0
64283 silly lifecycle wrap-ansi@2.1.0~install: no script for install, continuing
64284 silly install cliui@3.2.0 /usr/lib/node_modules/.staging/cliui-e203c9ff
64285 info lifecycle cliui@3.2.0~install: cliui@3.2.0
64286 silly lifecycle cliui@3.2.0~install: no script for install, continuing
64287 silly install wrappy@1.0.2 /usr/lib/node_modules/.staging/wrappy-ec826b8d
64288 info lifecycle wrappy@1.0.2~install: wrappy@1.0.2
64289 silly lifecycle wrappy@1.0.2~install: no script for install, continuing
64290 silly install once@1.4.0 /usr/lib/node_modules/.staging/once-81e6d66b
64291 info lifecycle once@1.4.0~install: once@1.4.0
64292 silly lifecycle once@1.4.0~install: no script for install, continuing
64293 silly install inflight@1.0.6 /usr/lib/node_modules/.staging/inflight-3df4e8e0
64294 info lifecycle inflight@1.0.6~install: inflight@1.0.6
64295 silly lifecycle inflight@1.0.6~install: no script for install, continuing
64296 silly install glob@7.1.2 /usr/lib/node_modules/.staging/glob-31bec9db
64297 info lifecycle glob@7.1.2~install: glob@7.1.2
64298 silly lifecycle glob@7.1.2~install: no script for install, continuing
64299 silly install rimraf@2.6.2 /usr/lib/node_modules/.staging/rimraf-ff8315a8
64300 info lifecycle rimraf@2.6.2~install: rimraf@2.6.2
64301 silly lifecycle rimraf@2.6.2~install: no script for install, continuing
64302 silly install sprout@1.2.1 /usr/lib/node_modules/.staging/sprout-8b395a56
64303 info lifecycle sprout@1.2.1~install: sprout@1.2.1
64304 silly lifecycle sprout@1.2.1~install: no script for install, continuing
64305 silly install spike-util@1.3.0 /usr/lib/node_modules/.staging/spike-util-9f651a4f
64306 info lifecycle spike-util@1.3.0~install: spike-util@1.3.0
64307 silly lifecycle spike-util@1.3.0~install: no script for install, continuing
64308 silly install ws@1.1.1 /usr/lib/node_modules/.staging/ws-823794dc
64309 info lifecycle ws@1.1.1~install: ws@1.1.1
64310 silly lifecycle ws@1.1.1~install: no script for install, continuing
64311 silly install wtf-8@1.0.0 /usr/lib/node_modules/.staging/wtf-8-ccc13d33
64312 info lifecycle wtf-8@1.0.0~install: wtf-8@1.0.0
64313 silly lifecycle wtf-8@1.0.0~install: no script for install, continuing
64314 silly install engine.io-parser@1.3.1 /usr/lib/node_modules/.staging/engine.io-parser-5a7e9f8d
64315 info lifecycle engine.io-parser@1.3.1~install: engine.io-parser@1.3.1
64316 silly lifecycle engine.io-parser@1.3.1~install: no script for install, continuing
64317 silly install engine.io@1.8.0 /usr/lib/node_modules/.staging/engine.io-579e86b7
64318 info lifecycle engine.io@1.8.0~install: engine.io@1.8.0
64319 silly lifecycle engine.io@1.8.0~install: no script for install, continuing
64320 silly install xmlhttprequest-ssl@1.5.3 /usr/lib/node_modules/.staging/xmlhttprequest-ssl-030af99f
64321 info lifecycle xmlhttprequest-ssl@1.5.3~install: xmlhttprequest-ssl@1.5.3
64322 silly lifecycle xmlhttprequest-ssl@1.5.3~install: no script for install, continuing
64323 silly install xtend@4.0.1 /usr/lib/node_modules/.staging/xtend-beb66c43
64324 info lifecycle xtend@4.0.1~install: xtend@4.0.1
64325 silly lifecycle xtend@4.0.1~install: no script for install, continuing
64326 silly install stream-http@2.7.2 /usr/lib/node_modules/.staging/stream-http-dcc39776
64327 info lifecycle stream-http@2.7.2~install: stream-http@2.7.2
64328 silly lifecycle stream-http@2.7.2~install: no script for install, continuing
64329 silly install node-libs-browser@2.0.0 /usr/lib/node_modules/.staging/node-libs-browser-8dfef15d
64330 info lifecycle node-libs-browser@2.0.0~install: node-libs-browser@2.0.0
64331 silly lifecycle node-libs-browser@2.0.0~install: no script for install, continuing
64332 silly install y18n@3.2.1 /usr/lib/node_modules/.staging/y18n-d38d503c
64333 info lifecycle y18n@3.2.1~install: y18n@3.2.1
64334 silly lifecycle y18n@3.2.1~install: no script for install, continuing
64335 silly install yargs@3.29.0 /usr/lib/node_modules/.staging/yargs-9a00531c
64336 info lifecycle yargs@3.29.0~install: yargs@3.29.0
64337 silly lifecycle yargs@3.29.0~install: no script for install, continuing
64338 silly install localtunnel@1.8.3 /usr/lib/node_modules/.staging/localtunnel-e5611025
64339 info lifecycle localtunnel@1.8.3~install: localtunnel@1.8.3
64340 silly lifecycle localtunnel@1.8.3~install: no script for install, continuing
64341 silly install yallist@2.1.2 /usr/lib/node_modules/.staging/yallist-2a72bd54
64342 info lifecycle yallist@2.1.2~install: yallist@2.1.2
64343 silly lifecycle yallist@2.1.2~install: no script for install, continuing
64344 silly install lru-cache@4.1.1 /usr/lib/node_modules/.staging/lru-cache-655aa6a7
64345 info lifecycle lru-cache@4.1.1~install: lru-cache@4.1.1
64346 silly lifecycle lru-cache@4.1.1~install: no script for install, continuing
64347 silly install cross-spawn@5.1.0 /usr/lib/node_modules/.staging/cross-spawn-52432918
64348 info lifecycle cross-spawn@5.1.0~install: cross-spawn@5.1.0
64349 silly lifecycle cross-spawn@5.1.0~install: no script for install, continuing
64350 silly install execa@0.7.0 /usr/lib/node_modules/.staging/execa-91cbb8bf
64351 info lifecycle execa@0.7.0~install: execa@0.7.0
64352 silly lifecycle execa@0.7.0~install: no script for install, continuing
64353 silly install os-locale@2.1.0 /usr/lib/node_modules/.staging/os-locale-8ee3445b
64354 info lifecycle os-locale@2.1.0~install: os-locale@2.1.0
64355 silly lifecycle os-locale@2.1.0~install: no script for install, continuing
64356 silly install yargs@8.0.2 /usr/lib/node_modules/.staging/yargs-c3ab5eca
64357 info lifecycle yargs@8.0.2~install: yargs@8.0.2
64358 silly lifecycle yargs@8.0.2~install: no script for install, continuing
64359 silly install webpack@3.8.1 /usr/lib/node_modules/.staging/webpack-71e8a42b
64360 info lifecycle webpack@3.8.1~install: webpack@3.8.1
64361 silly lifecycle webpack@3.8.1~install: no script for install, continuing
64362 silly install camelcase@3.0.0 /usr/lib/node_modules/.staging/camelcase-db3701ae
64363 info lifecycle camelcase@3.0.0~install: camelcase@3.0.0
64364 silly lifecycle camelcase@3.0.0~install: no script for install, continuing
64365 silly install yargs-parser@4.2.1 /usr/lib/node_modules/.staging/yargs-parser-93d66e4f
64366 info lifecycle yargs-parser@4.2.1~install: yargs-parser@4.2.1
64367 silly lifecycle yargs-parser@4.2.1~install: no script for install, continuing
64368 silly install ansi-regex@2.1.1 /usr/lib/node_modules/.staging/ansi-regex-f17c0330
64369 info lifecycle ansi-regex@2.1.1~install: ansi-regex@2.1.1
64370 silly lifecycle ansi-regex@2.1.1~install: no script for install, continuing
64371 silly install camelcase@3.0.0 /usr/lib/node_modules/.staging/camelcase-d9aa3de0
64372 info lifecycle camelcase@3.0.0~install: camelcase@3.0.0
64373 silly lifecycle camelcase@3.0.0~install: no script for install, continuing
64374 silly install is-fullwidth-code-point@1.0.0 /usr/lib/node_modules/.staging/is-fullwidth-code-point-fbbed742
64375 info lifecycle is-fullwidth-code-point@1.0.0~install: is-fullwidth-code-point@1.0.0
64376 silly lifecycle is-fullwidth-code-point@1.0.0~install: no script for install, continuing
64377 silly install strip-ansi@3.0.1 /usr/lib/node_modules/.staging/strip-ansi-32ee7ee2
64378 info lifecycle strip-ansi@3.0.1~install: strip-ansi@3.0.1
64379 silly lifecycle strip-ansi@3.0.1~install: no script for install, continuing
64380 silly install string-width@1.0.2 /usr/lib/node_modules/.staging/string-width-c9317969
64381 info lifecycle string-width@1.0.2~install: string-width@1.0.2
64382 silly lifecycle string-width@1.0.2~install: no script for install, continuing
64383 silly install window-size@0.2.0 /usr/lib/node_modules/.staging/window-size-46f6c26b
64384 info lifecycle window-size@0.2.0~install: window-size@0.2.0
64385 silly lifecycle window-size@0.2.0~install: no script for install, continuing
64386 silly install yargs@6.4.0 /usr/lib/node_modules/.staging/yargs-86363abd
64387 info lifecycle yargs@6.4.0~install: yargs@6.4.0
64388 silly lifecycle yargs@6.4.0~install: no script for install, continuing
64389 silly install yeast@0.1.2 /usr/lib/node_modules/.staging/yeast-6552f99e
64390 info lifecycle yeast@0.1.2~install: yeast@0.1.2
64391 silly lifecycle yeast@0.1.2~install: no script for install, continuing
64392 silly install engine.io-client@1.8.0 /usr/lib/node_modules/.staging/engine.io-client-ac8a75a5
64393 info lifecycle engine.io-client@1.8.0~install: engine.io-client@1.8.0
64394 silly lifecycle engine.io-client@1.8.0~install: no script for install, continuing
64395 silly install socket.io-client@1.6.0 /usr/lib/node_modules/.staging/socket.io-client-1fa1c9ef
64396 info lifecycle socket.io-client@1.6.0~install: socket.io-client@1.6.0
64397 silly lifecycle socket.io-client@1.6.0~install: no script for install, continuing
64398 silly install socket.io@1.6.0 /usr/lib/node_modules/.staging/socket.io-fc991254
64399 info lifecycle socket.io@1.6.0~install: socket.io@1.6.0
64400 silly lifecycle socket.io@1.6.0~install: no script for install, continuing
64401 silly install browser-sync@2.18.13 /usr/lib/node_modules/.staging/browser-sync-c12bb391
64402 info lifecycle browser-sync@2.18.13~install: browser-sync@2.18.13
64403 silly lifecycle browser-sync@2.18.13~install: no script for install, continuing
64404 silly install inquirer@3.3.0 /usr/lib/node_modules/.staging/inquirer-9df41181
64405 info lifecycle inquirer@3.3.0~install: inquirer@3.3.0
64406 silly lifecycle inquirer@3.3.0~install: no script for install, continuing
64407 silly install lodash.reduce@4.6.0 /usr/lib/node_modules/.staging/lodash.reduce-bd57bb96
64408 info lifecycle lodash.reduce@4.6.0~install: lodash.reduce@4.6.0
64409 silly lifecycle lodash.reduce@4.6.0~install: no script for install, continuing
64410 silly install spike-core@2.2.0 /usr/lib/node_modules/.staging/spike-core-3c1ee4c8
64411 info lifecycle spike-core@2.2.0~install: spike-core@2.2.0
64412 silly lifecycle spike-core@2.2.0~install: no script for install, continuing
64413 silly install universal-analytics@0.4.15 /usr/lib/node_modules/.staging/universal-analytics-a918599e
64414 info lifecycle universal-analytics@0.4.15~install: universal-analytics@0.4.15
64415 silly lifecycle universal-analytics@0.4.15~install: no script for install, continuing
64416 silly install spike@2.2.1 /usr/lib/node_modules/.staging/spike-4e669f7a
64417 info lifecycle spike@2.2.1~install: spike@2.2.1
64418 silly lifecycle spike@2.2.1~install: no script for install, continuing
64419 silly doSerial postinstall 706
64420 silly postinstall abbrev@1.1.1 /usr/lib/node_modules/.staging/abbrev-f7cbfcf8
64421 info lifecycle abbrev@1.1.1~postinstall: abbrev@1.1.1
64422 silly lifecycle abbrev@1.1.1~postinstall: no script for postinstall, continuing
64423 silly postinstall acorn@3.3.0 /usr/lib/node_modules/.staging/acorn-c8ad798a
64424 info lifecycle acorn@3.3.0~postinstall: acorn@3.3.0
64425 silly lifecycle acorn@3.3.0~postinstall: no script for postinstall, continuing
64426 silly postinstall acorn@4.0.13 /usr/lib/node_modules/.staging/acorn-b37551ae
64427 info lifecycle acorn@4.0.13~postinstall: acorn@4.0.13
64428 silly lifecycle acorn@4.0.13~postinstall: no script for postinstall, continuing
64429 silly postinstall acorn-dynamic-import@2.0.2 /usr/lib/node_modules/.staging/acorn-dynamic-import-621c0d43
64430 info lifecycle acorn-dynamic-import@2.0.2~postinstall: acorn-dynamic-import@2.0.2
64431 silly lifecycle acorn-dynamic-import@2.0.2~postinstall: no script for postinstall, continuing
64432 silly postinstall acorn@4.0.13 /usr/lib/node_modules/.staging/acorn-525e1ff1
64433 info lifecycle acorn@4.0.13~postinstall: acorn@4.0.13
64434 silly lifecycle acorn@4.0.13~postinstall: no script for postinstall, continuing
64435 silly postinstall acorn-globals@3.1.0 /usr/lib/node_modules/.staging/acorn-globals-4f51d359
64436 info lifecycle acorn-globals@3.1.0~postinstall: acorn-globals@3.1.0
64437 silly lifecycle acorn-globals@3.1.0~postinstall: no script for postinstall, continuing
64438 silly postinstall after@0.8.1 /usr/lib/node_modules/.staging/after-be060054
64439 info lifecycle after@0.8.1~postinstall: after@0.8.1
64440 silly lifecycle after@0.8.1~postinstall: no script for postinstall, continuing
64441 silly postinstall ajv-keywords@2.1.1 /usr/lib/node_modules/.staging/ajv-keywords-2ed8c563
64442 info lifecycle ajv-keywords@2.1.1~postinstall: ajv-keywords@2.1.1
64443 silly lifecycle ajv-keywords@2.1.1~postinstall: no script for postinstall, continuing
64444 silly postinstall ansi-escapes@3.0.0 /usr/lib/node_modules/.staging/ansi-escapes-97d56f14
64445 info lifecycle ansi-escapes@3.0.0~postinstall: ansi-escapes@3.0.0
64446 silly lifecycle ansi-escapes@3.0.0~postinstall: no script for postinstall, continuing
64447 silly postinstall ansi-regex@3.0.0 /usr/lib/node_modules/.staging/ansi-regex-9501a4aa
64448 info lifecycle ansi-regex@3.0.0~postinstall: ansi-regex@3.0.0
64449 silly lifecycle ansi-regex@3.0.0~postinstall: no script for postinstall, continuing
64450 silly postinstall arr-flatten@1.1.0 /usr/lib/node_modules/.staging/arr-flatten-8e22673a
64451 info lifecycle arr-flatten@1.1.0~postinstall: arr-flatten@1.1.0
64452 silly lifecycle arr-flatten@1.1.0~postinstall: no script for postinstall, continuing
64453 silly postinstall arr-diff@2.0.0 /usr/lib/node_modules/.staging/arr-diff-7ea85419
64454 info lifecycle arr-diff@2.0.0~postinstall: arr-diff@2.0.0
64455 silly lifecycle arr-diff@2.0.0~postinstall: no script for postinstall, continuing
64456 silly postinstall arr-union@3.1.0 /usr/lib/node_modules/.staging/arr-union-dfd7566d
64457 info lifecycle arr-union@3.1.0~postinstall: arr-union@3.1.0
64458 silly lifecycle arr-union@3.1.0~postinstall: no script for postinstall, continuing
64459 silly postinstall array-unique@0.2.1 /usr/lib/node_modules/.staging/array-unique-abaf62f6
64460 info lifecycle array-unique@0.2.1~postinstall: array-unique@0.2.1
64461 silly lifecycle array-unique@0.2.1~postinstall: no script for postinstall, continuing
64462 silly postinstall arraybuffer.slice@0.0.6 /usr/lib/node_modules/.staging/arraybuffer.slice-27186a86
64463 info lifecycle arraybuffer.slice@0.0.6~postinstall: arraybuffer.slice@0.0.6
64464 silly lifecycle arraybuffer.slice@0.0.6~postinstall: no script for postinstall, continuing
